sr Caselli,_Reggio_Emilia 1 25308
es Che_Guevara_(fotograf%C3%ADa) 2 23092
de Magnus_(Sachsen) 1 11387
en Cocktail_party_effect 6 111385
war Aquitaine 1 14103
en Category:Russian_and_Soviet_military_radars 3 44441
commons.m File:Pablo_picasso_1_(cuadrado).jpg 2 41334
ru %D0%91%D0%BE%D1%82%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B5_%D0%B5%D0%B2%D1%80%D0%B5%D0%B9%D1%81%D0%BA%D0%BE%D0%B5_%D0%BA%D0%BB%D0%B0%D0%B4%D0%B1%D0%B8%D1%89%D0%B5 1 15992
zh %E8%A3%98%E6%B3%95%E7%A5%96 1 22881
en Webster_County,_Kentucky 1 20910
fr Franchise_(assurance) 8 111800
hr Muhammad_Asad 1 5421
simple Oddworld 1 11744
ja Template:Location_map_China_Fujian 1 10024
en Category:Start-Class_Automobile_articles 1 12743
en.d %E3%82%AB%E3%83%9C%E3%83%81%E3%83%A3 1 834
en 1980_World_Figure_Skating_Championships 1 18749
sl God_Save_the_Queen 2 26076
en Wackenhut 3 88537
ru %D0%9E%D0%B1%D1%81%D1%83%D0%B6%D0%B4%D0%B5%D0%BD%D0%B8%D0%B5:%D0%A1%D0%B8%D0%B4_%D0%92%D0%B8%D1%88%D0%B5%D1%81 1 12637
fr Odaliste 1 11896
it Is%C3%A8re 1 26669
zh User_talk:%e6%81%b6%e7%ab%a5%e5%9c%ba%e6%99%af%7c%68%74%74%70%3a%2f%2f%77%77%77%34%34%32%35%35%35%63%6f%6d%2e%78%69%6e%6e%65%74%2e%63%6f%6d%2e%6a%64%64%70%67%79%74%69%7a%61%2e%70%77%2f%7c%e6%81%b6%e7%ab%a5%e5%9c%ba%e6%99%af/ 1 5854
en Nene 1 8965
ja %E8%A2%AB%E5%AE%B3%E5%A6%84%E6%83%B3 2 11083
en Special:RecentChangesLinked/Wikipedia:Goings-on/September_28,_2014 1 12505
commons.m User_talk:Birger.Schnoor 1 36989
en Special:Contributions/203.106.112.224 1 7233
af David_Bailey 1 7779
it Collana_di_perle_(sessualit%C3%A0) 5 66904
zh.d Special:%E9%93%BE%E5%85%A5%E9%A1%B5%E9%9D%A2/aureus 1 6276
en Fiolun 1 6482
bg %D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%A0%D0%BE%D0%B4%D0%B5%D0%BD%D0%B8_%D0%BF%D1%80%D0%B5%D0%B7_475_%D0%B3%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0 1 11750
en 190_Squadron_(Israel) 1 9552
pl Powiat_kopyczyniecki 1 11896
ru 2%D0%AD%D0%92120 2 66992
en Kazuya_Murata_(director) 2 82040
www.wd Special:EntityData/Q23594492.ttl 1 1447
ru.d %D0%BF%D1%81%D0%B8%D1%85%D0%BE%D0%B4%D0%B8%D0%BD%D0%B0%D0%BC%D0%B8%D0%BA%D0%B0 1 49032
da Arapaima 1 6544
en Special:MobileDiff/455927674 1 5228
ru %D0%AE%D0%BD%D0%B8%D1%81_%D0%93%D1%83%D1%81%D0%B5%D0%B9%D0%BD%D0%BE%D0%B2 1 16887
cs Poddruh 1 11775
eu Berezi:ZerkLotzenDuHona/Bouffignereux 1 6085
en File:2000s_decade_montage3.png 1 43423
en.d Special:WhatLinksHere/TINA 1 5627
fi %C3%80%C2%A4%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%9A%C3%82%C2%AF%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%BF%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%BD%C3%A0%C2%A5%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%9A%C3%82%C2%AF%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%BF%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%BD.%C3%A0%C3%A0%C2%A4%C2%A8.%C3%A0%C2%A4%C2%AF%C3%A0%C2%A5%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%9A%C3%82%C2%AF%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%BF%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%BD 1 6119
ru %D0%9A%D0%B0%D1%82%D0%B5%D0%B3%D0%BE%D1%80%D0%B8%D1%8F:%D0%9F%D0%BE%D1%85%D0%BE%D1%80%D0%BE%D0%BD%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5_%D0%B2_%D0%9A%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B5%D1%86%D0%BA%D0%BE%D0%BC_%D1%80%D0%B0%D0%B9%D0%BE%D0%BD%D0%B5 1 8403
en Mugai_ryu 1 18701
de Gro%C3%9Fer_Garten_(Dresden) 5 166754
pt Erg%C3%B4metro 1 8477
fr Sp%C3%A9cial:Contributions/193.190.182.193 1 11018
zh File:Bleach_Logo.svg 1 10038
tr Burak_%C5%9Eenda%C4%9F 1 8935
no Eberhard_Ernst_Gotthard_von_Vegesack 1 8601
commons.m Category:Citro%C3%ABn_AX 1 16962
ru %D0%98%D0%BC%D0%BF%D0%B5%D1%80%D0%B0%D1%82%D0%B8%D0%B2_(%D1%84%D0%B8%D0%BB%D0%BE%D1%81%D0%BE%D1%84%D0%B8%D1%8F) 3 29340
en Category:LGBT_musicians_from_England 1 9866
ja %E7%89%B9%E5%88%A5:%E3%83%87%E3%83%BC%E3%82%BF%E6%9B%B8%E3%81%8D%E5%87%BA%E3%81%97/VmimaNxHw3w 1 2685
en Zakarjs-usukaturri 1 6507
en Fox_21_Television_Studios 5 92897
en The_Flats 1 16151
es Beauty_%26_the_Beast 8 164160
en Koni_(dog) 1 105636
en Prayer_For_Aradia 1 9186
pl Boles%C5%82aw_Londy%C5%84ski 1 9095
en.s Special:RecentChangesLinked/Page:United_States_Statutes_at_Large_Volume_37_Part_1.djvu/217 1 6345
pl Specjalna:Ksi%C4%85%C5%BCki/8388857657 2 19519
en Mandom 2 31090
en HIFK_Fotboll 1 22993
en.d polynemoids 1 726
ru %D0%9A%D0%B0%D1%88%D0%B8%D1%80%D1%81%D0%BA%D0%BE%D0%B5_%D1%88%D0%BE%D1%81%D1%81%D0%B5 1 27101
en Vasili_Yermasov 1 12639
en Power_usage_effectiveness 25 297734
en 1990_NBA_draft 15 739562
en Oerlikon_KBA 2 22418
sv Lasse_Karlsson_(scout) 1 7750
ru %D0%A0%D0%B5%D0%B7%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F_%D0%A1%D0%BE%D0%B2%D0%B5%D1%82%D0%B0_%D0%91%D0%B5%D0%B7%D0%BE%D0%BF%D0%B0%D1%81%D0%BD%D0%BE%D1%81%D1%82%D0%B8_%D0%9E%D0%9E%D0%9D_1970 2 53952
en Baby_Face_Killa 7 205259
en 2013_CFL_season 2 51300
ru %D0%A2%D0%AD%D0%9C7 2 46609
fr Sp%C3%A9cial:Pages_li%C3%A9es/Steve_Moore 1 7440
en Kamikaze_(record_label) 1 10155
ru.s %D0%9F%D0%BE%D0%BF%D1%8F%D1%82%D0%BD%D0%BE%D0%B5_%D0%BD%D0%B0%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B2_%D1%80%D1%83%D1%81%D1%81%D0%BA%D0%BE%D0%B9_%D1%81%D0%BE%D1%86%D0%B8%D0%B0%D0%BB-%D0%B4%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D0%B8_(%D0%9B%D0%B5%D0%BD%D0%B8%D0%BD) 1 39386
www.wd Q4799584 1 56940
es Jos%C3%A9_Amado_Garc%C3%ADa 1 10764
en Deborah_Roberts 7 115015
zh 2006%C3%83%C2%A5%C3%82%C2%B9%C3%82%C2%B4%C3%83%C2%A4%C3%82%C2%BB%C3%82%C2%A5%C3%83%C2%A8%C3%82%E2%80%B0%C3%82%C2%B2%C3%83%C2%A5%C3%82%CB%86%C3%82%E2%80%94%C3%83%C2%A5%C3%82%C5%93%C3%82%E2%80%B9%C3%83%C2%A6%C3%82%C5%93%C3%82%C6%92%C3%83%C2%A9%C3%82%C2%81%C3%82%C2%B8%C3%83%C2%A8%C3%82%CB%86%C3%82%E2%80%B0 1 8574
de %E1%B8%A4all%C4%81niyy%C4%81t-Inseln 1 22142
ru.d %D0%BF%D1%80%D0%BE%D0%B0%D0%BA%D1%82%D0%B8%D0%B2%D0%BD%D1%8B%D0%B9 1 54501
en.d bondagers 1 726
fr R%C3%A9seau_alimentaire 1 18437
pt Joshua_Bloch 2 20726
en Mishawaka_Amphitheatre 1 8007
pl 11_Batalion_%C5%81%C4%85czno%C5%9Bci 1 12655
en I_Ching%27s_influence 1 16527
en Special:Export/Leslie_Reed 1 877
de Spezial:Linkliste/A._Harrison_%26_Sons 1 8494
simple Ratnagiri 1 14904
ru %D0%9C%D0%B5%D1%80%D1%81%D0%B8%D1%81%D0%B0%D0%B9%D0%B4%D1%81%D0%BA%D0%BE%D0%B5_%D0%B4%D0%B5%D1%80%D0%B1%D0%B8 1 51253
en Special:RecentChangesLinked/Taysan,_Batangas 1 12280
commons.m File:Single_lycoperdon_perlatum.jpg 1 17394
en Category:208_deaths 1 11140
bs Univerzitet_Rec%C3%B4ncavo_da_Bahia 1 11452
pl Sim%25C3%25B3n_Lecue 1 5289
en.b Mizar32/GPIO 1 9286
ru.d %C3%A9ischt 1 9816
en Prilocaine 4 54134
pl River_Plate_Buenos_Aires 1 136797
it Speciale:PuntanoQui/Autostrada_Predosa-Albenga 1 6174
commons.m User:NYCRuss 1 7349
fr Roland_Sicard 1 9123
it Lavanda_(colore) 3 33324
en Special:MobileDiff/573853115 1 5501
ko %EB%8F%99%EC%A0%81_%EB%A9%94%EB%AA%A8%EB%A6%AC_%ED%95%A0%EB%8B%B9 1 15271
ro David_Rockefeller 1 19607
en.d %C3%A9tudiassions 1 6041
en Pat_Lepore 1 24382
ru %D0%9A%D0%BE%D1%82-%D0%9D%D0%BE%D1%80 1 15040
fi Barrikadi 1 29202
uk 410 1 15786
fr Fichier:Rank_insignia_of_brigadegeneral_of_the_Royal_Danish_Army.svg 1 10788
de.d f%C3%B6ppele 1 6159
ja %E7%AC%A0%E5%8E%9F%E7%B6%B1%E4%BF%A1 1 10376
zh %E9%AB%98%E5%A3%93%E6%B0%A7%E6%B2%BB%E7%99%82%E8%89%99%E6%93%8D%E4%BD%9C%E6%8A%80%E8%A1%93%E5%93%A1%E8%96%AA%E6%B0%B4 1 8166
simple The_Country_Bears 1 6848
it Piet%C3%A0_vaticana 17 368138
en List_of_The_Unit_characters 3 144651
ja %E3%83%96%E3%83%83%E3%82%AF%E3%82%B5%E3%83%BC%E3%83%93%E3%82%B9 2 26066
ru.s %D0%9F%D0%BE%D1%81%D1%82%D0%B0%D0%BD%D0%BE%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5_%D0%A1%D0%9D%D0%9A_%D0%A1%D0%A1%D0%A1%D0%A0_%D0%B8_%D0%A6%D0%9A_%D0%92%D0%9A%D0%9F(%D0%B1)_%D0%BE%D1%82_5.05.1941_%E2%84%96_1216-506%D1%81%D1%81 1 12208
da Estonia 2 118996
it Anema_e_core_(brano_musicale) 1 16954
pl Jos%C3%A9_M%C3%A1rio_Vaz 1 48091
es San_Esteban_de_Gormaz 4 76096
en Kyu 4 58704
en Spawn_(biology) 13 1116416
en Special:AbuseLog/11454575 1 27289
sk Lyrickoepick%C3%A1_b%C3%A1se%C5%88 2 13928
en Special:MobileDiff/568360608 1 5332
ko %EC%9D%B4%EC%83%81%ED%95%9C_%EB%82%98%EB%9D%BC%EC%9D%98_%EC%95%A8%EB%A6%AC%EC%8A%A4 2 54414
en User_talk:DCI2026 1 545964
en Karwice,_Drawsko_County 1 36084
no V%C3%A5pen,_pest_og_st%C3%A5l 3 20126
en Talk:Sterling_Bank_(Texas) 1 8456
ru %D0%A1%D0%BF%D0%B8%D1%81%D0%BE%D0%BA_%D0%BF%D1%80%D0%BE%D0%B8%D0%B7%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D0%B9_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0_%D0%94%D1%8E%D0%BC%D0%B0 16 377918
en The_Monsters_Are_on_Maple_Street 2 60886
en Shallow_minor 1 10957
tr Avigliano 1 14500
en Mylohyoid_muscle 9 139493
it Intensit%C3%A0_(esercizio_coi_pesi) 1 37454
fi Alec_Baldwin 1 20451
ja %E5%AE%AE%E6%9C%AC%E5%BA%83%E5%BF%97 1 21058
commons.m File:Cobh_(8103165824).jpg 1 10691
en Oral_Roberts 19 592676
www.wd Special:EntityData/Q24325242.json 1 585
ja %C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%9A%C3%82%C2%A3%C3%83%C6%92%C3%A2%E2%82%AC%C2%A0%C3%83%C2%A2%C3%A2%E2%80%9A%C2%AC%C3%A2%E2%80%9E%C2%A2%C3%83%C6%92%C3%82%C2%A2%C3%83%C2%A2%C3%A2%E2%82%AC%C5%A1%C3%82%C2%AC%C3%83%E2%80%9A%C3%82%C2%A2%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%9A%C3%82%C2%A3%C3%83%C6%92%C3%82%C2%A2%C3%83%C2%A2%C3%A2%E2%82%AC%C5%A1%C3%82%C2%AC%C3%83%E2%80%A6%C3%82%C2%A1%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%A1%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%9A%C3%82%C2%A3%C3%83%C6%92%C3%82%C2%A2%C3%83%C2%A2%C3%A2%E2%82%AC%C5%A1%C3%82%C2%AC%C3%83%E2%80%A6%C3%82%C2%A1%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%A4%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%9A%C3%82%C2%A3%C3%83%C6%92%C3%A2%E2%82%AC%C2%A0%C3%83%C2%A2%C3%A2%E2%80%9A%C2%AC%C3%A2%E2%80%9E%C2%A2%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%AB:Flag_of_Mexico_(1893-1916).svg 1 6129
en 2014_La_Tropicale_Amissa_Bongo 1 15634
en Special:MobileDiff/652815594 1 5256
en Bench_(weight_training) 1 9991
ta %E0%AE%9A%E0%AE%BF%E0%AE%99%E0%AF%8D%E0%AE%95%E0%AE%AE%E0%AF%8D_%28%E0%AE%87%E0%AE%B0%E0%AE%BE%E0%AE%9A%E0%AE%BF%29 1 16041
pt Discuss%C3%A3o:Wayne_Knight 1 7585
pl Wadim_Tyszkiewicz 3 40014
ru.s %D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7_%D0%93%D0%B8%D1%82%D0%BB%D0%B5%D1%80%D0%B0_%E2%84%966_%D0%BD%D0%B0_%D0%BE%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8E_%22%D0%A6%D0%B8%D1%82%D0%B0%D0%B4%D0%B5%D0%BB%D1%8C%22 1 6311
www.wd Q22945437 1 9237
en Special:Export/Andy_Elliott 1 1730
ja %E3%82%A8%E3%83%AA%E3%82%A2%E6%94%BE%E9%80%81 1 19150
www.wd Special:EntityData/Q9544342.json 1 275
commons.m Category:Views_from_the_Palais_du_Louvre 1 9447
de Spezial:Alle_Seiten/Fu%C3%83%C3%83%C6%92%C3%82%C2%AF%C3%83%E2%80%9A%C3%82%C2%BF%C3%83%E2%80%9A%C3%82%C2%BD%C3%83%C2%AF%C3%82%C2%BF%C3%82%C2%BDball-Europameisterschaft_2008/T%C3%83%C3%83%C6%92%C3%82%C2%AF%C3%83%E2%80%9A%C3%82%C2%BF%C3%83%E2%80%9A%C3%82%C2%BD%C3%82%C2%BCrkei 1 11245
de Wikipedia:Schiedsgericht 6 80798
www.wd Special:EntityData/Q23611948.ttl 1 1099
en College%26sa%3DU%26ved%3D0ahUKEwib7KPs_NTLAhUDzWMKHX-MABkQFgg4MAc%26usg%3DAFQjCNFQj-61_tta-VpcCaNJS-nYyTuYBw 1 6827
en.d salesboys 1 727
zh %E5%BE%90%E7%A5%A5_(%E5%8F%B0%E7%81%A3) 1 8058
www.wd Special:EntityData/Q23619649.ttl 1 1098
uk %D0%A8%D0%B0%D0%B1%D0%BB%D0%BE%D0%BD:%D0%94%D0%B5%D0%BC%D0%BE%D0%B3%D1%80%D0%B0%D1%84%D1%96%D1%8F/Castelvetro_Piacentino 1 7348
en O(1)_scheduler 1 16184
fr Sp%C3%A9cial:Pages_li%C3%A9es/Robert_Bober 1 7644
en Usher_1C 1 8182
vi Axis_porcinus 1 16409
en Talk:Miguelanxo_Prado 1 11792
en Special:WhatLinksHere/Category:Copyright_enforcement 1 6132
pl Mark_Hamill 4 36425
commons.m File:Tamarix_tetrandra_FlowersCloseup_ParquedelasDunasTorrelaMata.jpg 1 9748
en Logic_synthesis 2 75089
en Alpha_Draconis 3 65121
en Special:MobileDiff/536877435 1 7744
zh %E6%97%B6%E6%97%B6%E5%BD%A9%E6%96%AD%E7%BB%84%E5%A4%A7%E5%BA%95%E8%BD%AF%E4%BB%B6%E3%80%90%E6%80%BB%E4%BB%A3QQ35767030%E3%80%91%E7%BB%84%E4%B8%89%E6%9C%80%E5%A4%A7%E9%81%97%E6%BC%8F%E5%8A%9F%E5%A4%AB%E8%AE%A1%E5%88%92%E7%AC%AC%E4%B8%83%E6%84%9F%E9%87%8D%E5%BA%86%E5%8D%9A%E4%BC%97%E7%83%88%E7%81%AB%E5%B0%91%E5%A5%B3311 1 8650
en Template_talk:Sumter_County,_Georgia 1 8871
en File:JGSDF_AH-64D_20120108-02.JPG 1 29446
fr.d cave 2 38196
en File:RaphanusRaphanistrum001.jpg 1 11809
fr Sp%C3%A9cial:Ouvrages_de_r%C3%A9f%C3%A9rence/2343001901 1 19600
de Aszendent_(Astrologie) 3 43540
fi Lev_Trotski 3 68118
en List_of_awards_and_nominations_received_by_Julia_Roberts 4 52294
en List_of_TVB_dramas_in_2012 1 17778
sl Koenigsegg 1 50522
pt Peixonauta 1 15015
nl Gebruiker:U.Name.Me 1 5594
es Nacionalismo_mexicano 2 36010
en.d inviable 1 6729
it Ebenezer_Ofori 1 12038
ga Fionnachtain 1 31857
ro Lifestylez_ov_da_Poor_%26_Dangerous_(album) 1 10100
de Spezial:ISBN-Suche/9783205776154 1 15986
fr Yancy_Butler 3 49464
commons.m File:Submachine_gun_Type_100.jpg 1 9381
zh %E7%8E%A9%E6%97%B6%E6%97%B6%E5%BD%A9%E5%90%8E%E4%BA%8C%E6%8A%80%E5%B7%A7%E3%80%90%E6%80%BB%E4%BB%A3QQ35767030%E3%80%91%E4%B8%80100%2B%E7%A8%B3%E8%B5%9A%E9%87%8D%E5%BA%86%E4%B8%80%E5%81%9A%E5%8F%B7%E6%9D%80%E5%8F%B7%E4%B8%8026 1 8488
www.wd Special:EntityData/Q23599369.ttl 1 1110
en Talk:I_Will_Follow_You_into_the_Dark 1 12990
en.d Special:WhatLinksHere/aiuti 1 5828
fr.d diapozitiv 1 7576
pl Awifaunistyka 1 8336
de Dobson-Teleskop 2 29002
commons.m File:Johann_Friedrich_(Sachsen).jpg 1 12478
fi Luokka:Kilk%C3%ADs 1 8070
de Wehrpflicht_in_Deutschland 8 378677
ja %E3%83%8E%E3%83%BC%E3%83%88:%E3%82%A2%E3%83%96%E3%83%A9%E3%83%8F%E3%83%A0 1 7620
th %E0%B8%9E%E0%B8%B4%E0%B9%80%E0%B8%A8%E0%B8%A9:%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9B%E0%B8%A3%E0%B8%B1%E0%B8%9A%E0%B8%9B%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B9%82%E0%B8%A2%E0%B8%87%E0%B8%A1%E0%B8%B2/%E0%B8%84%E0%B8%B8%E0%B8%A2%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%A1%E0%B9%88%E0%B9%81%E0%B8%9A%E0%B8%9A:%E0%B8%9A%E0%B8%97%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%84%E0%B8%B1%E0%B8%94%E0%B8%AA%E0%B8%A3%E0%B8%A3/%E0%B8%81%E0%B8%B8%E0%B8%A1%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B9%8C_2556 1 8707
es Especial:LoQueEnlazaAqu%C3%AD/Charlize_Theron 1 8051
en KMYT-TV 3 71197
it Albi_di_Dylan_Dog_(1990) 1 13382
hu Mehmed_herceg 2 16113
zh User_talk:%E7%83%9F%E8%8D%89%E8%8A%B1%E5%8F%B6%E7%97%85%E6%AF%92%E5%93%AA%E9%87%8C%E4%B9%B0%E3%80%90%E5%8A%A0QQ:48607064%E3%80%91%E5%93%AA%E9%87%8C%E5%8F%AF%E4%BB%A5%E4%B9%B0%E5%88%B0%E8%BF%B7%E8%8D%AFtj5kg 1 7014
ru.d myg 1 10280
www.wd Special:EntityData/Q12051587.rdf 1 16959
zh %E4%BD%95%E7%A6%8F%E5%A0%82 1 14686
en Randy_Ready 1 15167
sk %C5%A0tefan_IV. 1 16777
pt Auerbachs_Keller 1 15232
en LogMeIn,_Inc. 2 31866
en Operation_Castle 9 198079
en Special:Export/The_Wretch 1 2323
es Distrito_de_Santa_Ana_(La_Convenci%C3%B3n) 2 23280
en Special:BookSources/9784041012000 1 48429
en Chuck_Norris_filmography 13 138387
en Santigold 23 756270
it Daniel_Craig 14 353922
pt Dinosaurs 1 21641
en Curt_Clawson 5 138985
it Platinum_Triangle 1 7561
en Plain_English 3 87243
kk %D0%A1%D0%B0%D0%BD%D0%B0%D1%82:957_%D0%B6%D1%8B%D0%BB%D1%8B_%D2%9B%D0%B0%D0%B9%D1%82%D1%8B%D1%81_%D0%B1%D0%BE%D0%BB%D2%93%D0%B0%D0%BD%D0%B4%D0%B0%D1%80 1 12615
fr Championnat_du_monde_de_Formule_1_1990 1 27644
en.b FFMPEG_An_Intermediate_Guide/WMV 1 8608
en Spain_in_the_American_Revolutionary_War 4 176422
en Jackboot 2 31702
de Vorlage:Infobox_Ortsgliederung 5 112220
ms Pase%C4%8Dnice 1 10058
commons.m File:Leonard_Bernstein_1971.jpg 1 11597
ru.voy %D0%A4%D0%B0%D0%B9%D0%BB:Sevanavanq5.jpg 1 13906
hy %D5%8A%D5%AB%D5%B6%D5%BD%D5%A5%D5%AF%D5%A5 1 11833
www.wd Special:EntityData/Q68962.rdf 1 60068
en Uninterruptible_power_supply 61 2157168
ja %E5%85%AB%E5%9B%9B%E8%89%A6%E9%9A%8A%E6%A1%88 1 12791
es Fiambre_(plato_guatemalteco) 1 8322
es.d Especial:CambiosEnEnlazadas/bermeje%C3%B3 1 6644
vi Th%E1%BB%83_lo%E1%BA%A1i:Th%C6%B0%C6%A1ng_m%E1%BA%A1i_b%C3%A1n_l%E1%BA%BB 1 11373
www.wd Special:EntityData/Q23234255.ttl 5 7475
hu Internacion%C3%A1l%C3%A9_(dal) 1 0
ru Mus_minutoides 1 14869
ja %E7%89%B9%E5%88%A5:%E6%96%87%E7%8C%AE%E8%B3%87%E6%96%99/412003741X 1 8816
en 7.5_cm_kanon_PL_vz._37 4 48532
ro Pre%C8%99edintele_Rom%C3%A2niei 9 154912
en Special:WhatLinksHere/Gary_Locke 1 8184
ru %D0%9F%D1%80%D0%BE%D1%81%D1%82%D1%80%D0%B0%D0%BD%D1%81%D1%82%D0%B2%D0%BE_(%D1%82%D0%B5%D0%BB%D0%B5%D1%81%D0%B5%D1%80%D0%B8%D0%B0%D0%BB) 20 520714
pt Cartagena_(romance) 1 9393
en Richard_FitzRoy 2 0
nl Reggae 6 92593
en Telescoping_effect 1 24219
it In_Her_Shoes_-_Se_fossi_lei 2 23992
en The_Source 9 136697
en George_Percy,_5th_Duke_of_Northumberland 1 12828
es.d v%C3%A1yase 1 7178
en Harold_Furth 1 9521
en Invasion_of_Naples_(1806) 1 133822
commons.m File:Concordiamolen_rouwstand.jpg 1 9464
sk %C5%A0t%C3%A1tna_cesta_306_(Chorv%C3%A1tsko) 1 6476
kk %D2%9A%D0%B0%D0%B7%D0%B0%D2%9B%D1%81%D1%82%D0%B0%D0%BD_%D0%BA%D0%BE%D0%BC%D0%BC%D1%83%D0%BD%D0%B8%D1%81%D1%82%D1%96%D0%BA_%D1%85%D0%B0%D0%BB%D1%8B%D2%9B_%D0%BF%D0%B0%D1%80%D1%82%D0%B8%D1%8F%D1%81%D1%8B 1 12447
commons.m Commons:OTRS/ca 1 12909
en List_of_Jews_in_politics 1 10236
ru 75-%D0%B9_%D0%B7%D0%B0%D0%BB_%D0%B3%D0%B0%D0%BB%D0%B5%D1%80%D0%B5%D0%B8_%D0%94%D0%B5%D0%BD%D0%BE%D0%BD_%D0%9B%D1%83%D0%B2%D1%80%D0%B0 1 20197
fr Bataille_de_Salamine 5 98316
min Ischasia_cuneiformis 1 7789
pl G%C4%99si%C3%B3wka_uszkowata 1 9976
ar %D9%85%D9%84%D8%B9%D8%A8_%D8%AC%D9%88%D9%81%D8%B1%D9%88%D8%A7_%D8%BA%D9%8A%D8%B4%D8%A7%D8%B1 1 17714
www.wd Q440108 1 11256
nl Station_J%C4%C3%83%C6%92%C3%86%E2%80%99%C3%83%E2%80%A0%C3%A2%E2%82%AC%E2%84%A2%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%AF%C3%83%C6%92%C3%86%E2%80%99%C3%83%C2%A2%C3%A2%E2%80%9A%C2%AC%C3%85%C2%A1%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%BF%C3%83%C6%92%C3%86%E2%80%99%C3%83%C2%A2%C3%A2%E2%80%9A%C2%AC%C3%85%C2%A1%C3%83%C6%92%C3%A2%E2%82%AC%C5%A1%C3%83%E2%80%9A%C3%82%C2%BDdrzej%C3%B3w 1 4897
commons.m File:%27Claudius_Bombarnac%27_by_L%C3%A9on_Benett_45.jpg 1 9818
en User:Noodle_snacks 1 10133
en The_Eagle_and_the_Hawk_(1950_film) 3 32949
it Discografia_dei_Maroon_5 1 13402
ru %D0%9D%D0%B0%D0%BD%D0%B0_(%D1%80%D0%BE%D0%BC%D0%B0%D0%BD) 4 55102
fr Discussion:Oleksi%C3%AF_Ponikarovsky 1 8299
de Datei:25.05.2014PlakatKlimaschutz.jpg 1 8857
species.m Lathyrus_torreyi 1 4806
iu Special:Search/Viet-hoian1 1 5805
en Darren_Stephenson 3 36214
gl Especial:Cambios_relacionados/Date,_Fukushima 1 8106
it Castelnuovo_(Montenegro) 1 22811
ja %E7%89%B9%E5%88%A5:%E3%83%87%E3%83%BC%E3%82%BF%E6%9B%B8%E3%81%8D%E5%87%BA%E3%81%97/aR_dHzv_73Q 1 2685
nl.d knoopcel 1 8141
fr Renaissance_%28p%C3%A9riode_historique%29 2 107110
en Charley_Ann_Schmutzler 2 21747
en The_Memory_Keeper%27s_Daughter 5 51458
be %D0%A1%D0%B2%D1%8F%D1%82%D0%B0%D1%8F_%D0%92%D0%B0%D1%80%D0%B2%D0%B0%D1%80%D0%B0.html 1 6211
